slot	arm	attempt	started_at	finished_at	exit_code	run_dir	response_turns	classification	log
27	none	1	2026-08-07T11:48:24+00:00	2026-08-07T11:49:08+00:00	unknown	runs/aiwf_medium_context/20260807T114824Z_google_gemma-4-31B-it_none_slot027_attempt01_a79e4ab3	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot027-none-attempt01.log
28	none	1	2026-08-07T11:49:08+00:00	2026-08-07T11:49:54+00:00	unknown	runs/aiwf_medium_context/20260807T114908Z_google_gemma-4-31B-it_none_slot028_attempt01_e78889bc	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot028-none-attempt01.log
29	none	1	2026-08-07T11:49:54+00:00	2026-08-07T11:50:40+00:00	unknown	runs/aiwf_medium_context/20260807T114954Z_google_gemma-4-31B-it_none_slot029_attempt01_6d5ecb26	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot029-none-attempt01.log
30	none	1	2026-08-07T11:50:40+00:00	2026-08-07T11:51:27+00:00	unknown	runs/aiwf_medium_context/20260807T115040Z_google_gemma-4-31B-it_none_slot030_attempt01_a04682aa	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot030-none-attempt01.log
31	none	1	2026-08-07T11:51:27+00:00	2026-08-07T11:52:13+00:00	unknown	runs/aiwf_medium_context/20260807T115127Z_google_gemma-4-31B-it_none_slot031_attempt01_a5ee6f75	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot031-none-attempt01.log
32	none	1	2026-08-07T11:52:13+00:00	2026-08-07T11:52:57+00:00	unknown	runs/aiwf_medium_context/20260807T115213Z_google_gemma-4-31B-it_none_slot032_attempt01_a16583f3	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot032-none-attempt01.log
33	none	1	2026-08-07T11:52:57+00:00	2026-08-07T11:53:42+00:00	unknown	runs/aiwf_medium_context/20260807T115257Z_google_gemma-4-31B-it_none_slot033_attempt01_01d2c2d4	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot033-none-attempt01.log
34	none	1	2026-08-07T11:53:42+00:00	2026-08-07T11:54:29+00:00	unknown	runs/aiwf_medium_context/20260807T115342Z_google_gemma-4-31B-it_none_slot034_attempt01_15561644	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot034-none-attempt01.log
35	none	1	2026-08-07T11:54:29+00:00	2026-08-07T11:55:14+00:00	unknown	runs/aiwf_medium_context/20260807T115429Z_google_gemma-4-31B-it_none_slot035_attempt01_12fff2fb	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot035-none-attempt01.log
36	none	1	2026-08-07T11:55:14+00:00	2026-08-07T11:55:59+00:00	unknown	runs/aiwf_medium_context/20260807T115514Z_google_gemma-4-31B-it_none_slot036_attempt01_4111f081	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot036-none-attempt01.log
37	none	1	2026-08-07T11:55:59+00:00	2026-08-07T11:56:45+00:00	unknown	runs/aiwf_medium_context/20260807T115559Z_google_gemma-4-31B-it_none_slot037_attempt01_1282a23b	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot037-none-attempt01.log
38	none	1	2026-08-07T11:56:46+00:00	2026-08-07T11:57:33+00:00	unknown	runs/aiwf_medium_context/20260807T115646Z_google_gemma-4-31B-it_none_slot038_attempt01_06252051	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-bf16kv-n120-extension-20260807/logs/slot038-none-attempt01.log
