slot	arm	attempt	started_at	finished_at	exit_code	run_dir	response_turns	classification	log
68	none	1	2026-08-07T10:54:56+00:00	2026-08-07T10:55:35+00:00	unknown	runs/aiwf_medium_context/20260807T105456Z_google_gemma-4-31B-it_none_slot068_attempt01_e3db54fd	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot068-none-attempt01.log
69	none	1	2026-08-07T10:55:35+00:00	2026-08-07T10:56:12+00:00	unknown	runs/aiwf_medium_context/20260807T105535Z_google_gemma-4-31B-it_none_slot069_attempt01_fcc26f18	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot069-none-attempt01.log
70	none	1	2026-08-07T10:56:12+00:00	2026-08-07T10:56:52+00:00	unknown	runs/aiwf_medium_context/20260807T105612Z_google_gemma-4-31B-it_none_slot070_attempt01_da45eba7	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot070-none-attempt01.log
71	none	1	2026-08-07T10:56:52+00:00	2026-08-07T10:57:38+00:00	unknown	runs/aiwf_medium_context/20260807T105652Z_google_gemma-4-31B-it_none_slot071_attempt01_9260ebc1	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot071-none-attempt01.log
72	none	1	2026-08-07T10:57:38+00:00	2026-08-07T10:58:15+00:00	unknown	runs/aiwf_medium_context/20260807T105738Z_google_gemma-4-31B-it_none_slot072_attempt01_f53b3fe3	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot072-none-attempt01.log
73	none	1	2026-08-07T10:58:16+00:00	2026-08-07T10:58:59+00:00	unknown	runs/aiwf_medium_context/20260807T105816Z_google_gemma-4-31B-it_none_slot073_attempt01_4b1ea9a2	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot073-none-attempt01.log
74	none	1	2026-08-07T10:58:59+00:00	2026-08-07T10:59:37+00:00	unknown	runs/aiwf_medium_context/20260807T105859Z_google_gemma-4-31B-it_none_slot074_attempt01_8960f9e0	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot074-none-attempt01.log
75	none	1	2026-08-07T10:59:37+00:00	2026-08-07T11:00:21+00:00	unknown	runs/aiwf_medium_context/20260807T105937Z_google_gemma-4-31B-it_none_slot075_attempt01_d6e1e764	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot075-none-attempt01.log
76	none	1	2026-08-07T11:00:21+00:00	2026-08-07T11:00:58+00:00	unknown	runs/aiwf_medium_context/20260807T110021Z_google_gemma-4-31B-it_none_slot076_attempt01_780eed05	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot076-none-attempt01.log
77	none	1	2026-08-07T11:00:58+00:00	2026-08-07T11:01:41+00:00	unknown	runs/aiwf_medium_context/20260807T110058Z_google_gemma-4-31B-it_none_slot077_attempt01_e7e2e9c2	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot077-none-attempt01.log
